Data Medicao;EVAPORACAO DO PICHE(mm);INSOLACAO TOTAL(h);PRECIPITACAO TOTAL(mm);TEMPERATURA MAXIMA(°C);TEMPERATURA MEDIA COMPENSADA(°C);TEMPERATURA MINIMA(°C);UMIDADE RELATIVA DO AR MEDIA (%);UMIDADE RELATIVA DO AR MINIMA (%);VENTO VELOCIDADE MEDIA (m/s)
27/11/2011;2,5;0;2,8;23,4;20,64;19;88,5;75;2,266667
28/11/2011;2,3;0;0,6;23,4;20,28;19;87,75;86;1,6
29/11/2011;2;2,4;2,3;26,8;21,32;17;82,75;72;1,633333
30/11/2011;3;4;3,5;30;23,48;19;80;61;0,433333
01/12/2011;2,9;9;2,9;34,6;23,48;19;73,25;34;0,433333
02/12/2011;4,6;1,2;13,2;24;19,92;18;86;81;0,7
03/12/2011;4;0,8;1,6;23,6;19,6;17;83;67;1,666667
04/12/2011;3,6;2;1,6;27;21,88;16,6;75,75;60;2,433333
05/12/2011;4,2;2,1;0;28,6;23,08;19;74,25;56;1,966667
06/12/2011;5;2;0;29;23,16;20;82,5;61;0,833333
07/12/2011;3;0;0,3;26;22,2;21;93,75;89;1,366667
08/12/2011;1,5;3,5;15,6;31;23,64;20;83;62;1,966667
09/12/2011;2,7;0;37,6;23,2;21,84;20;93,75;88;0
10/12/2011;1,1;0,2;8,3;24,6;21;20,8;85,5;70;1,6
11/12/2011;2,2;8,8;2,9;28;21,84;16,8;67,5;49;1,2
12/12/2011;5,9;11,1;0;30,4;22,72;16;74,75;48;0,666667
13/12/2011;5;8,9;3,2;33;23,72;19;74;44;1,666667
14/12/2011;7;0,3;9,2;29,2;23,2;19;82;70;0
15/12/2011;2,9;0;8,8;23,2;21,82;20,5;92;84;2
16/12/2011;1,1;8,3;3,4;31;24,26;20,5;81;54;1,1
17/12/2011;3,6;7,2;6,4;31,4;23,48;20;80,25;53;1,433333
18/12/2011;4,4;4,7;8,2;30,8;24,62;20,5;75,75;54;1,433333
19/12/2011;3,3;3,7;20,6;29,4;23,1;19,5;75,75;55;0,666667
20/12/2011;3,9;5,4;0;32,4;23,52;20;74,25;45;0,6
21/12/2011;5,4;7,2;0;33,2;25,32;18;49,5;34;1,1
22/12/2011;8,2;12,4;0;34,4;25,14;15,1;49,75;27;0,433333
23/12/2011;9,9;12,5;0;33,8;25,5;17,5;55,25;38;1,1
24/12/2011;8,3;9,9;0;35,2;25,46;19,5;74;43;0,933333
25/12/2011;5,9;4,2;6;29,6;24,14;21,5;86;74;1,966667
26/12/2011;2,8;0;54,9;22,2;20,76;20;97,75;97;0,966667
27/12/2011;0,8;1,3;31,9;27,2;22,06;19,5;83,5;63;2,066667
28/12/2011;2,7;3,4;3,3;28,6;22,04;19,8;83,75;62;0,533333
29/12/2011;2,7;0,3;19;25;20,78;18,5;80,75;74;1,366667
30/12/2011;2,8;2,8;0,7;26,2;21,38;16,5;81,25;72;1,766667
31/12/2011;3,6;0;0;24,6;22,3;20,5;90,25;85;0,966667
01/01/2012;1,2;0;12,9;24,2;22,1;21,5;null;91;2,65
02/01/2012;0,7;0;43,2;23,2;20,4;19,6;null;96;2,3
03/01/2012;1,1;10,9;3,3;29,4;22,9;18,5;null;75;1,45
04/01/2012;5,1;10,7;0,8;31,6;23,26;17,5;null;68;1
05/01/2012;6,4;10,3;0;31;22,56;14,6;null;59;0,65
06/01/2012;5,1;2;3;30,6;22,52;19,8;null;83;1,95
07/01/2012;2,4;5,8;37,2;29,8;22,8;18,2;null;73;0
08/01/2012;3,3;1,4;1,8;28;21,84;19;null;83;1,5
09/01/2012;2,4;1;59,1;25,2;22,24;19;null;76;1,5
10/01/2012;4,5;0;0,5;24,4;20,92;20;null;72;1
11/01/2012;1,2;0;11,8;24,2;20,88;18,8;null;90;0
12/01/2012;1,1;1,3;1,6;30;22,64;19,2;null;79;0
13/01/2012;2,2;4;11,4;30,8;23,4;19,2;null;86;1
14/01/2012;4,2;6,8;0;32,8;25,42;18,5;null;66;2,45
15/01/2012;5,8;0,9;1;30;24,28;20,8;null;64;0
16/01/2012;3,2;1,3;10,2;29,6;24,34;20,5;null;76;0,65
17/01/2012;3,1;4,9;2,2;30,4;23,28;20,8;null;72;1,15
18/01/2012;3,2;2,3;21,8;28,4;23,2;19,8;null;78;0
19/01/2012;2,1;1,5;1,1;29,6;22,96;20,8;null;77;1
20/01/2012;1,9;0,7;15,6;30;22,98;19,5;null;81;1,6
21/01/2012;3,2;5,4;0;31,2;23,6;18;null;73;1,6
22/01/2012;3,5;5,5;0,4;31;24,2;19,2;null;79;0
23/01/2012;4,9;7,6;0;32;24,92;19,6;null;69;1,8
24/01/2012;5,2;10,8;0;33;25,8;18,8;null;64;0
25/01/2012;7,1;8,6;0;33;24,96;18,8;null;61;0,8
26/01/2012;4,9;3;0;31;23,8;20,2;null;70;1,15
27/01/2012;3,9;0;14,6;23,6;21,04;20;null;79;1,3
28/01/2012;1,4;0;23;23,6;19,92;18,8;null;92;1,45
29/01/2012;1,2;0;9,6;22,2;19,68;18,4;null;86;0,9
30/01/2012;1,8;4;9,8;27;20,92;16,4;null;88;2,15
31/01/2012;3,8;5,5;0;29,2;22,56;18,6;null;69;1,3
01/02/2012;3;5,7;2,7;32;22,74;18,5;88;77;1,1
02/02/2012;2,5;9,4;11;32;24,76;18;65,5;48;1,6
03/02/2012;7;10,7;0;32,2;25,14;18,5;57,25;35;1,6
04/02/2012;7,3;12,1;0;32,2;24,82;18,5;52,25;35;1,366667
05/02/2012;7,8;11,9;0;33,2;24,92;16,8;62,75;37;0
06/02/2012;6,6;11,3;0;34,2;26,76;18,6;52,25;33;0,533333
07/02/2012;6,2;10,9;0;36,2;27,3;20,5;46,75;24;2,033333
08/02/2012;6,4;11,5;0;35,4;26,36;17,8;54,75;30;1,666667
09/02/2012;6,3;5,1;0;34,8;25,76;20;73,5;51;2,366667
10/02/2012;6;6,7;0,6;34,6;25,52;22,2;79;47;1,633333
11/02/2012;4;1,6;10;29,6;24,92;22;81,25;72;1,5
12/02/2012;2,4;0,6;32,6;28;22,84;21,8;95,25;82;1,366667
13/02/2012;1,1;0,9;7,8;29,4;23,22;20,5;91,5;88;1,1
14/02/2012;1,7;8,1;2;31,4;24,68;19,6;68,75;47;1,666667
15/02/2012;5,7;11,3;0;31;24,92;19;67;48;2
16/02/2012;6,7;9,8;0;30,4;24,82;20,7;62,5;40;2,1
17/02/2012;7,5;9,9;0;31;25,56;21;66,5;45;2,633333
18/02/2012;6,7;10,8;0;31;24,88;18,6;60,75;45;1,366667
19/02/2012;7,1;0;0;29,8;24,36;19;75,75;61;0
20/02/2012;3,4;6,7;0;32,2;25,86;20,5;62,75;48;1,2
21/02/2012;6,8;2,7;0;31,4;25,42;21,5;67,5;46;1,766667
22/02/2012;5,2;7,3;0;32,4;25,72;21;69;57;0,766667
23/02/2012;4,8;4,1;0;32;24,68;20,6;82,75;61;1,1
24/02/2012;2,7;7;4,9;32,4;24,96;20,4;74,5;50;0,766667
25/02/2012;5,5;9;0;34;26,9;21,5;65,25;50;1
26/02/2012;5,9;11,2;0;34,8;27,6;21;56;36;1,066667
27/02/2012;8;11;0;35,2;26,56;20,2;63,75;30;1,966667
28/02/2012;8,1;11;0;34;27,14;21,5;55,75;36;1,066667
29/02/2012;7,8;10,8;0;35;25,7;19,5;59,75;27;0,533333
01/03/2012;8,5;11;0;36;26,92;18,8;45;28;0,666667
02/03/2012;9,4;8,2;0;36,2;24,9;18,5;68,5;29;0,533333
03/03/2012;5,5;4,5;3,8;31,2;23,16;19,4;82,75;54;0,866667
04/03/2012;3,3;6;5,2;30,4;23,96;19,6;72,25;49;2,533333
05/03/2012;6,1;8,4;0;32;25,48;20,8;64,5;40;2,033333
06/03/2012;7,4;10,4;0;31,8;24,72;20,6;null;64;2,1
07/03/2012;8,2;10,8;4;30,8;24,76;20,6;null;75;1,55
08/03/2012;8,1;9,1;0;32;24,8;19;null;67;1,6
09/03/2012;7,5;7,6;0;32,6;24,92;19,2;null;71;2,65
10/03/2012;6,8;4;0;29;22,72;18,8;null;67;1,15
11/03/2012;2,4;3,8;3;31;22,1;18,5;82,75;49;0,5
12/03/2012;3;7,8;21,5;30;23,08;18;82;64;1,1
13/03/2012;3,8;4,6;1;29;22,46;18,5;85,5;73;1,366667
14/03/2012;2,2;7,5;2,2;32,2;23,92;18;77;47;0
15/03/2012;4,2;6,9;1;33;23,7;19,5;80;48;0,866667
16/03/2012;4,3;1,2;53,8;27,4;21,84;19;86,75;66;0,5
17/03/2012;1,9;2,2;10,4;26,4;22,1;19,5;77,75;65;1,266667
18/03/2012;3,4;3,9;0;27,2;21,6;18;69;49;1,633333
19/03/2012;5,8;2,6;0;27,2;21,94;17,5;75,75;56;1,266667
20/03/2012;4;4,8;0;29,4;22,96;19,2;79,25;59;1,4
21/03/2012;3,5;7;0;31,4;23,48;19,2;76,25;42;0
22/03/2012;4,2;7,6;0;33;23,94;18,5;77,25;44;0
23/03/2012;4;0,8;15,8;27,8;22,34;20,5;88;74;0
24/03/2012;1,5;3,1;23,3;28,4;23,68;20;80;65;1,633333
25/03/2012;2,6;5,4;2;30,4;24,32;21;79,5;60;0,533333
26/03/2012;3,4;8,1;0;31,6;25,5;21,5;71,25;54;0,533333
27/03/2012;4,6;6,6;0;32;25,48;20,2;72,75;53;0
28/03/2012;4,2;2;0,3;29;21,8;19;83;59;2,2
29/03/2012;2,6;0;68,2;22;20,06;17,5;87,5;86;1,1
30/03/2012;1,8;1,9;0;27;22,36;19;82;62;0,433333
31/03/2012;2,1;6,5;1;29,4;22,12;20;83;62;2,1
01/04/2012;3,2;5,1;2,8;28;21,72;18;83;61;0,5
02/04/2012;3;6,4;0,3;30;23,48;20;75,5;57;0,533333
03/04/2012;4,1;4,3;0;29;22,04;19,2;81,5;59;0
04/04/2012;3;6,6;29,8;31;23,52;19,2;78,25;59;0
05/04/2012;2,8;9,4;0;32;25,3;19,5;74,25;52;0,433333
06/04/2012;3,9;3;4,8;29,4;23,84;19,8;84,75;74;0,766667
07/04/2012;2,5;5,7;0,8;29;23,68;21;79,5;62;1
08/04/2012;3,6;6,1;0;30;24,74;21,5;75,5;58;0
09/04/2012;3,4;5,8;0;30,2;23,36;20;80;59;1,7
10/04/2012;3,6;7,7;0,4;29;23,36;19,6;77;56;2,166667
11/04/2012;4,2;7,6;0;29,6;23,72;20;76;50;1
12/04/2012;4,5;4,7;0;29,4;23,88;20,2;78;61;0
13/04/2012;3;7,7;0;30,6;23,3;18,5;81,25;59;0,866667
14/04/2012;3,3;3,8;1,1;29,8;24,22;21,5;80,75;61;0
15/04/2012;2,7;4,2;0;32;23,32;19,6;86,5;60;0,666667
16/04/2012;3;0;25,8;22,4;20,12;19,2;93,5;92;2,133333
17/04/2012;0,9;8,5;2,1;27;21,2;17;78,25;52;1,366667
18/04/2012;4,1;9,1;0;28;22,48;18,8;72,25;52;1,4
19/04/2012;4,8;9,4;0;28,2;22;18;72,5;49;0
20/04/2012;4,5;7,4;0;28;22,2;18;76,5;51;0,6
21/04/2012;2,9;0,4;0;26,2;20,8;18,8;87,25;75;0,533333
22/04/2012;1,6;0,1;8;25;20,44;18,4;85,75;66;0
23/04/2012;1,8;2,6;1,8;25;20,98;18,5;83,25;74;1,366667
24/04/2012;2,5;7,6;0;27,4;21,72;18,6;79;57;0,766667
25/04/2012;3,5;8,5;0;27,6;22,68;19,2;78,5;61;1,533333
26/04/2012;3,2;0,3;0;26,8;23,04;20;87,25;78;0,533333
27/04/2012;1,8;3,2;9;31;23,68;20,8;80,25;53;0,666667
28/04/2012;3,8;0,1;0;24,6;21,98;20,5;82,75;77;2,233333
29/04/2012;3,8;0,4;3,8;23,4;20,62;18,5;85,5;73;2,9
30/04/2012;1,2;0;0,4;22,2;18,96;17,4;96;95;0,533333
01/05/2012;1,3;2,2;26,8;19,8;16,62;15,5;86;83;3,9
02/05/2012;2,5;10,5;0,7;25;17,52;11;68,5;44;0,433333
03/05/2012;3,7;9,2;0;25,4;19,58;15,5;75;48;1,2
04/05/2012;4,2;3;0;25;19,98;16,5;78,75;58;1,233333
05/05/2012;3,5;4,9;0;26,4;20,62;17,5;78,75;56;0,533333
06/05/2012;2,7;7,7;0;26,4;20,52;17;74,75;49;0,866667
07/05/2012;5;7,9;0;25,4;20,54;16,5;72;51;2,233333
08/05/2012;4,2;0,9;0;22,4;18,82;16,5;88;79;1
09/05/2012;2,3;6,1;0;25,2;19,24;16;81,25;58;0,966667
10/05/2012;2,3;6,3;0;26,4;18,74;13,5;82;61;0,433333
11/05/2012;2,7;8,5;0;29,6;20,66;16,5;71,5;38;0
12/05/2012;4;0,6;0;24,2;18,86;14,5;83,75;65;0,533333
13/05/2012;2,3;0,2;0;26,4;20,16;16;79;59;1,2
14/05/2012;4;0;0;19,4;16,92;15,8;95,75;84;0,533333
15/05/2012;0,5;0;37,4;18,4;16,46;15,5;93,5;88;0
16/05/2012;1;5,2;0,3;24;18,42;15,5;84;71;1,9
17/05/2012;2,5;8,5;1,7;24,2;18,5;15,5;73,75;53;0,533333
18/05/2012;3,6;7,4;0,6;24;18,02;15,1;77,5;48;1,533333
19/05/2012;3,9;8,7;0;24,2;18,86;15,5;73,5;51;0,5
20/05/2012;4,5;0,5;0;22,2;17,6;14,8;84,25;67;0
21/05/2012;2;8,8;0;25;17,72;12;77,5;48;0,666667
22/05/2012;3,2;5,8;0,1;24,6;18,52;16;82,25;60;0,533333
23/05/2012;3;7,9;0,6;25,6;19,06;15,1;75,25;47;0
24/05/2012;2,8;1,5;0;23,4;17,84;12,8;86;68;0,533333
25/05/2012;1,7;2,3;0,1;24,4;19,32;16,4;84;74;1,1
26/05/2012;1,7;5,9;0,3;27,2;19,78;15,5;82,25;56;0,533333
27/05/2012;2,3;8,4;0;26,8;19,54;15,1;75,25;45;0,666667
28/05/2012;3,5;7,8;0;28,4;20,02;13,5;77,5;50;0,433333
29/05/2012;3;8,9;0;30;21,5;16,5;76,75;46;0,533333
30/05/2012;3,4;8,3;0;30,4;20,38;14,5;77,5;46;0
31/05/2012;3,6;8,4;0;28,2;20,94;15,1;76,25;49;1,1
01/06/2012;3,5;0,1;0,6;25;21,4;19,6;87,5;70;0,933333
02/06/2012;2;6,5;7,6;27,4;21,14;18,5;93,75;89;0,5
03/06/2012;2,2;6;0;29,8;21,52;19;77,25;46;0
04/06/2012;2,8;8,1;0;31,2;21,7;15,1;67,75;40;0,533333
05/06/2012;4,4;0,9;2,5;24,8;20,3;16,5;87,5;71;0
06/06/2012;1,3;0,2;5,6;22;19,48;18;91,25;83;0
07/06/2012;0,6;0;2,2;23,4;19,32;17,8;88,75;74;2,166667
08/06/2012;1,7;0,2;3,4;21;18,18;16,5;86,75;78;0,866667
09/06/2012;2;7,6;0,6;24,4;19,14;16,5;79;57;2,3
10/06/2012;3;4,3;0,2;24;18,86;16,5;85;64;1,033333
11/06/2012;2,5;3,6;0;24,6;17,82;15,1;96,25;92;1,1
12/06/2012;1,3;5,6;17,8;24,8;18,6;14,8;84,25;62;1,066667
13/06/2012;3;3,6;0;25;20,16;16;84;73;0
14/06/2012;2,3;7,6;0;26,4;20,2;18;82,25;56;0,666667
15/06/2012;3;4,6;0;24,8;19,32;17;86;63;0,5
16/06/2012;1,7;6,1;0,2;25,2;18,1;13,5;82;55;0
17/06/2012;2,2;8,1;0;25,8;18,2;12,2;81,5;53;1,4
18/06/2012;3,3;5;0;25,8;19,4;16,2;79,5;65;1,066667
19/06/2012;2,7;0,7;0;22,4;18,18;15,1;96,25;85;0,866667
20/06/2012;0,8;0;2;22,4;19,14;16,5;96,5;93;0
21/06/2012;0,5;0,6;2;23,2;19,88;18;89,75;80;1,866667
22/06/2012;1,5;1,1;26;23;19,38;17,5;91,75;86;0,533333
23/06/2012;1,2;0,9;0;21,2;18,36;16,2;81;72;1,066667
24/06/2012;2,6;2,1;0;22,2;17,98;15,1;88;76;0,533333
25/06/2012;1,9;7,1;0;24,4;19,44;16;77,5;60;1,466667
26/06/2012;3,6;3,6;0;23;18,76;16,8;80;61;0,533333
27/06/2012;3,1;7,6;0;24;17,32;14,2;82;59;0,533333
28/06/2012;2,4;5,5;0;25,2;18,64;13,8;82,5;61;0
29/06/2012;2;6,3;0;26,2;18,36;14;79,5;48;0
30/06/2012;2,5;7,5;0;27,2;18,02;12,5;75;44;0
01/07/2012;3;9,2;0;27,6;18,56;12;76,75;53;0,533333
02/07/2012;3;8;0;28;18,36;13;77,5;43;0
03/07/2012;2,9;7,7;0;27,4;18,04;12;78,5;46;0
04/07/2012;3,3;7,6;0;26,4;17,28;12;71;44;1,5
05/07/2012;4,7;9,4;0;26,6;17,6;10,4;75,75;47;0,533333
06/07/2012;3;8,3;0;27,8;17,6;11;77,5;46;0
07/07/2012;3,4;7,9;0;26,4;18,12;10,6;76,75;47;0
08/07/2012;4,2;1,5;0;21,2;17,7;15,5;77,5;63;2,7
09/07/2012;3,8;2,4;0;20;15,16;12;83,25;62;0,7
10/07/2012;3;7,2;0;22,2;15,32;12;80,25;52;0
11/07/2012;2,3;5,2;0;26;17,3;9,5;74,75;44;0
12/07/2012;3,3;1,8;0;25;18,28;12;74,5;61;2,2
13/07/2012;3,8;7,3;4,8;24;17,78;15,1;82;56;0,666667
14/07/2012;3,3;6,7;0;22,4;16,84;14;78,25;51;0,533333
15/07/2012;3,1;0,1;0;19;16,7;15,1;84,5;80;1,666667
16/07/2012;2,4;0;0;16,8;15,5;14,5;95,5;84;0
17/07/2012;0,5;1,6;4,1;22,6;17,7;14,5;87,25;66;1,933333
18/07/2012;2,7;1,5;8,7;22,6;17,6;16;70,5;74;1,666667
19/07/2012;2,5;9,9;1,2;22;14,34;8,5;77;47;0,7
20/07/2012;3,4;6,7;0;23;15,68;13;75,75;48;0
21/07/2012;2,1;7,6;0;26,4;15,36;8;66;37;0
22/07/2012;3;9,1;0;28,2;17,64;9;69,5;26;0,866667
23/07/2012;2,7;8,2;0;28,4;20,06;13,5;78,75;61;0,533333
24/07/2012;0;0,6;0;24;18,3;15,1;90,5;72;0,533333
25/07/2012;2;7,2;0;29;19,68;14;78;42;1,766667
26/07/2012;4,7;8,3;0;28,8;21,06;17,5;73,75;44;1,133333
27/07/2012;3,8;8,4;0;29,8;19,28;12,8;75,5;38;0,533333
28/07/2012;4,6;5,4;0;26,2;19,48;15,4;83;57;1,066667
29/07/2012;2,9;7,5;0;29;18,74;14,5;67,75;34;0,433333
30/07/2012;4,5;7,7;0;26,4;18,4;11;76,75;50;1,066667
31/07/2012;4,3;2,8;0;24,4;19,26;15,5;81;60;0,766667
01/08/2012;4,2;3,3;0;26;19,66;16,5;78,75;55;2,8
02/08/2012;4,6;8,8;0;26,2;19,46;14,5;78,5;55;0,433333
03/08/2012;3,2;9,4;0;27,6;19,24;12,6;76;47;0,533333
04/08/2012;3,3;9,5;0;28,8;19,44;13;65,25;34;0
05/08/2012;4,9;4,8;0;27,8;19,44;13;71,75;45;2,6
06/08/2012;6;5,6;0;24,2;18,18;15,1;71,5;45;2,1
07/08/2012;5;10;0;23,4;17,4;12;70;45;0,6
08/08/2012;4,7;8;0;25,8;17,98;12,5;72,75;42;2,033333
09/08/2012;4,7;9,1;0;25,6;18,04;13,8;67,5;37;0,666667
10/08/2012;2,5;9,6;0;26,4;17,6;10,6;68;38;1
11/08/2012;4,7;10,2;0;27,4;18,36;10,8;58,75;38;2,4
12/08/2012;5,8;10,1;0;28,8;18,88;10,2;61,5;28;1,1
13/08/2012;6;8,8;0;28;20,5;11,5;60;40;0,966667
14/08/2012;5,5;5;0;25,4;18,66;13,5;84,75;55;0
15/08/2012;3,5;7,5;1,2;25;18,92;14;78,75;56;2,233333
16/08/2012;5;10,5;0,7;26,6;20,52;17;68;46;2,5
17/08/2012;7;5,2;0;26,2;18,34;13,5;76;46;2,566667
18/08/2012;5,8;10,6;0;27;20;15,2;66,5;39;3,466667
19/08/2012;7,7;10,2;0;26,2;20,42;17,5;62;39;2,7
20/08/2012;7,5;10,6;0;27;18,88;12;54,75;37;3
21/08/2012;8,3;10,1;0;28;19,54;10,1;60;36;2,366667
22/08/2012;7;10,5;0;28;19,52;14,2;56,25;34;1,333333
23/08/2012;7;10,5;0;27,4;19,54;12,5;60,75;35;2,7
24/08/2012;9;8,8;0;28,2;20,04;13,8;63,5;36;2,966667
25/08/2012;7,5;10,5;0;29;19,38;13,5;58,75;28;1,533333
26/08/2012;6,3;9,2;0;27,8;18,72;11;70,75;42;0,966667
27/08/2012;5,2;7,1;0;28,4;20,34;15,1;73,75;46;1,633333
28/08/2012;5;2,9;0,5;25;19,5;17,5;81,25;64;1,633333
29/08/2012;3,5;4,5;6,5;24,8;18,72;15,6;81;62;1,766667
30/08/2012;3,5;10,4;0;26,6;18,98;15,1;65,75;33;4,866667
31/08/2012;8;8,7;0;27;19,16;15,2;61,25;35;1,533333
01/09/2012;5,8;9,5;0;30;19,3;10,5;62,25;26;1,1
02/09/2012;6,2;8,6;0;30;20,02;10,5;67;37;0
03/09/2012;5,7;8,7;0;31;20,1;13,5;62,5;34;1,7
04/09/2012;8,1;0;0;19,4;16,74;14,5;82,75;70;3,533333
05/09/2012;3,8;5,9;0;27,8;19,66;15,1;71,25;46;0,533333
06/09/2012;4,4;7,2;0;31;21,28;13,8;66,5;33;0
07/09/2012;6;8,9;0;32,4;22,8;16;63,5;30;0,766667
08/09/2012;7,6;9,2;0;33;23,46;15,1;56,25;29;0
09/09/2012;6,8;9,8;0;35;23,74;15,1;46,5;20;1,1
10/09/2012;9,6;6,3;0;31,2;23,4;18;64,25;38;0,666667
11/09/2012;5,6;6,7;0;30,8;22,72;16;71;73;2
12/09/2012;6,4;2,7;0;27;21,08;17;87;69;1,25
13/09/2012;3,5;3,2;0;28,4;21,72;19;89;87;0
14/09/2012;5,9;2,2;0;27;21,2;19;82;83;2,05
15/09/2012;5,6;5;0;29,8;22,36;18;77;82;0
16/09/2012;6,3;9;0;34;23,58;16,5;67;71;0,75
17/09/2012;7,2;9,7;0;35,4;24,6;16;63;61;0
18/09/2012;7,7;9,2;0;35,6;25,28;17,2;null;64;0
19/09/2012;8,6;9,1;0;38,4;27,04;17;null;60;0
20/09/2012;null;0;0;27,8;22,96;21,4;null;41;0
21/09/2012;2,5;2,1;1,4;28;21;18,6;null;84;3,05
22/09/2012;2,8;1,8;12;22,8;18,52;17;null;86;2
23/09/2012;4,8;0;0;20,6;17,78;15,1;null;72;2,8
24/09/2012;5,4;7,9;0;29;22,32;16;null;61;2,5
25/09/2012;6,1;6,2;0;33;22,92;17;null;65;2,65
26/09/2012;6,8;1,2;10,6;21,8;16,32;16,6;null;77;8,9
27/09/2012;5,2;2;0;19,8;14,12;9,4;null;60;0,8
28/09/2012;5;7;0;22,2;16;10,4;null;54;2,75
29/09/2012;6,7;10,5;0;24,8;17,32;11;null;56;3,45
30/09/2012;7,8;9,4;0;26,2;19,08;13,4;null;63;0,9
01/10/2012;6,8;9,8;0;30,4;20,96;12;53;34;1,5
02/10/2012;7,8;8,9;0;33;23,66;15,1;52,75;33;1,166667
03/10/2012;8,7;9,6;0;34;24,96;16,6;50,75;33;1,1
04/10/2012;9,3;9,5;0;33,8;24,44;18;58,5;30;2,533333
05/10/2012;9,2;7,1;0;33;24,8;18;56;37;1,5
06/10/2012;7,8;5,3;0;31,2;24,08;18;53,25;38;0,7
07/10/2012;7,5;10,3;0;31,4;23,36;16;49;33;2,333333
08/10/2012;11,8;10,2;0;31,8;24,52;18;48,25;31;3,733333
09/10/2012;11,2;8,7;0;33;24,54;16,5;43,5;27;1,7
10/10/2012;12,1;10,4;0;35,4;24,92;15,8;47,25;25;1,3
11/10/2012;9,4;7,7;0;35,4;24,6;17,8;63,5;28;0,866667
12/10/2012;7,5;0;2,4;23,8;19,32;17,6;89;81;1,566667
13/10/2012;2;0;20,9;22;19;17,2;88,75;82;0,433333
14/10/2012;2;0,2;0;22;18,24;17;81,75;73;1,866667
15/10/2012;3,6;6,3;0;26;19,1;15,1;66;39;2,1
16/10/2012;6,7;5,6;0;30;21,74;15,1;62,75;40;1,266667
17/10/2012;7,7;1,4;0;25,8;20,9;17,5;72,5;56;1,433333
18/10/2012;3,5;10,5;0,7;35;23,42;15,1;61,25;24;1,633333
19/10/2012;9;0,2;0;25,4;21,54;19,3;81,5;64;3,2
20/10/2012;4,3;6,1;9;32,2;22,36;17;73;44;1,5
21/10/2012;4,7;7;6,4;32,8;23,72;18;72,25;54;0
22/10/2012;5,5;8,2;0;35,2;25,8;19;64;38;0
23/10/2012;7,5;1,2;0;32;24,08;21;89;67;0
24/10/2012;2,9;0,7;13,6;30,4;23,72;20;76,75;52;2,933333
25/10/2012;6,6;0,1;0;27,2;22,56;19;78,75;68;2,233333
26/10/2012;3,6;5,1;0;34;24,84;20;71,5;41;1,1
27/10/2012;5,4;5,9;0;34,8;27,08;21,8;62,5;51;0,833333
28/10/2012;6;8,9;0;36,2;26,24;21;65,5;33;5,933333
29/10/2012;7,3;9,9;12,6;35;26,28;20,6;67;39;1,166667
30/10/2012;6,5;11;0;37,5;27,48;20,5;60;31;2,033333
31/10/2012;8,4;6,8;0;38,7;27,86;21;54,25;29;2,733333
01/11/2012;10,5;5,5;3,5;32,2;24,56;21,8;78,5;63;3,066667
02/11/2012;6,3;0;2,4;22,8;20,12;18,8;88,25;80;2,3
03/11/2012;0,7;0;1,1;21,8;19,92;18,4;91,25;85;1,1
04/11/2012;1;3,7;2;26,8;21,92;19;85;68;1,4
05/11/2012;3,4;6,3;0,4;30;23,04;20;77,25;60;2,333333
06/11/2012;4,1;6,3;0,3;30;23,36;19;68,5;46;2,033333
07/11/2012;6,5;7,8;3;31;24,74;20,5;67,25;44;2,1
08/11/2012;7,3;8,7;0;30,8;24,74;19,5;63,75;41;3,5
09/11/2012;9,7;0;0;27,6;23,04;20,6;86,25;70;2,333333
10/11/2012;4,5;0,2;18,7;25;21,68;19,4;87,5;75;3,9
11/11/2012;3,3;7,6;2,3;31,4;25,28;20;70,75;55;1,633333
12/11/2012;4,4;2,7;0;32;24,24;20;74;52;1,2
13/11/2012;3,5;0;49;23;20,6;19,2;91;87;2,2
14/11/2012;1,3;0;18,2;21,8;18,88;17,6;90,25;86;1,466667
15/11/2012;1,5;0;3,3;22,2;19,06;16,5;87,25;79;0,766667
16/11/2012;1,6;2;5,4;25,4;20;17,6;90,5;90;2,433333
17/11/2012;2,1;6,6;11,2;26;19,84;15,2;69,75;57;1,833333
18/11/2012;5,4;9,3;0;27,4;21,08;16,4;64,5;43;2,4
19/11/2012;7;9,8;0;30;23,64;17;61,25;46;2,166667
20/11/2012;6,5;1,8;25;26,4;21,92;20;84,75;67;0,533333
21/11/2012;2,3;11,6;3,2;31;22,82;17,5;69,25;45;2,8
22/11/2012;6,2;10,4;0;30,2;22,38;17,5;72,75;46;1,766667
23/11/2012;6,6;10,7;0;35;25,28;19,2;64,5;38;0,5
24/11/2012;6,9;5,5;0;34,9;24,4;19,5;77,5;42;0,866667
25/11/2012;5;0;3,2;22,4;20,84;20;89,25;85;0
26/11/2012;1,3;0,2;4,1;24,6;21,72;20;85;82;1,433333
27/11/2012;2,7;2;0,2;25;22,18;19,5;81;75;0,933333
28/11/2012;2,5;8,3;9,2;30,2;23,18;17,5;76,25;52;1,2
29/11/2012;4,5;8,8;2,2;32,6;23,52;18;67;35;1,2
30/11/2012;7,1;9,4;0;30;23,64;18,2;69,25;46;2,3
01/12/2012;6,4;4,8;0;31,4;23,6;19,6;80;54;1,733333
02/12/2012;2,8;6,8;21;31,6;24,44;19,6;79,75;65;2,2
03/12/2012;3,2;5,6;13;30;24,08;20;77;57;0,533333
04/12/2012;5;6,2;0;32,6;24,44;19,6;81,25;56;1,066667
